Timestamp,Grade,Gender,Race,OnCampus,KnowName,ElectPart,Impact,MyOpinion,CampusOpinion,HearAbout,EventPart,WhyPart,BigIssue,EventKind,Additional comments and suggestions,,,,,,
2/2/19 21:04,First-year,Male,Asian,No,No,1,3,3,3,2,None,"I saw it on a poster or flyer, Free food or swag","Affordability, Mental health, Diversity, Student Wellness","Speakers and talks, QnA Forums, Service events, Social events, Discussions and seminars, Interactive events",,,,,,,
2/4/19 20:26,First-year,Male,Asian,No,No,2,1,5,5,3,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Mental health, Free speech, Civic Engagement","Interactive events, Social events, Service events",,,,,,,
2/6/19 19:18,Grad,Male,Asian,No,No,2,1,3,3,3,None,I saw it on social media,"Campus civility, Free speech, Civic Engagement, Student Wellness",Discussions and seminars,,,,,,,
2/4/19 20:32,Junior,Male,Asian,No,No,1,1,3,2,1,None,Free food or swag,"Mental health, Free speech, Student Wellness",Interactive events,,,,,,,
2/6/19 18:41,Junior,Male,Asian,No,No,1,2,3,3,1,None,"Free food or swag, I was interested in a subject or area","Career readiness, Mental health, Campus civility","Interactive events, Social events, Training and informationals",Stephen is cool; Jerrick is immoral.,,,,,,
3/5/19 12:46,Junior,Male,Asian,No,No,1,3,3,3,2,None,Free food or swag,"Diversity, Campus civility, Civic Engagement, Affordability","Interactive events, Social events, Service events",,,,,,,
2/4/19 21:15,Senior,Male,Asian,No,No,1,3,3,3,2,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media, I saw it on a poster or flyer, Personal or professional development, It seemed fun, My friends encouraged me to go","Mental health, Affordability, Student Wellness",Interactive events,,,,,,,
2/5/19 12:09,Senior,Male,Asian,No,No,1,1,2,3,4,1-2 times,"Free food or swag, Personal or professional development, It seemed fun, My friends encouraged me to go","Diversity, Academic challenges, Career readiness, Mental health, Student Wellness","Interactive events, Social events, QnA Forums, Discussions and seminars, Speakers and talks",,,,,,,
2/10/19 19:50,Senior,Male,Asian,No,No,1,1,3,3,3,None,Free food or swag,"Academic challenges, Affordability",Interactive events,,,,,,,
2/4/19 19:55,Senior,Male,"Asian, White",No,No,1,2,3,3,1,1-2 times,"Free food or swag, Personal or professional development, It seemed fun","Career readiness, Connection to campus, Affordability","Interactive events, QnA Forums",,,,,,,
2/1/19 15:41,Junior,Female,Black or African American,No,No,1,1,1,1,1,None,Not applicable,,,,,,,,,
2/1/19 15:55,Junior,Female,Black or African American,No,No,1,3,4,3,3,None,Not applicable,"Mental health, Academic challenges, Career readiness","Social events, Discussions and seminars, Training and informationals",,,,,,,
2/1/19 23:32,Senior,Female,Black or African American,No,No,1,1,3,2,1,None,Not applicable,"Affordability, Free speech, Diversity",Social events,,,,,,,
2/4/19 19:24,Senior,Female,Black or African American,No,No,5,3,3,3,2,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media, Personal or professional development, It seemed fun, My friends encouraged me to go","Diversity, Academic challenges, Mental health","Interactive events, Social events, Speakers and talks","I can't stress the importance of diversity enough, I would love to see events geared toward campus unity and the conversation of what is means to be diverse on a PWI",,,,,,
2/4/19 21:12,Senior,Female,Black or African American,No,No,1,2,3,3,2,None,Not applicable,"Environmental issues, Career readiness, Mental health, Affordability, Student Wellness",Social events,,,,,,,
2/6/19 18:31,Senior,Female,Black or African American,No,No,1,1,2,2,1,None,Free food or swag,"Career readiness, Mental health","Training and informationals, Discussions and seminars, Speakers and talks",,,,,,,
3/5/19 17:11,Senior,Female,Black or African American,No,No,1,3,2,3,1,None,Free food or swag,"Diversity, Academic challenges, Environmental issues, Career readiness, Connection to campus, Free speech, Civic Engagement, Affordability, Student Wellness","Interactive events, Social events, Training and informationals, QnA Forums, Discussions and seminars, Service events",,,,,,,
2/2/19 15:50,Senior,Male,Black or African American,No,No,1,1,3,3,1,None,Not applicable,"Civic Engagement, Career readiness, Diversity","Social events, Interactive events",,,,,,,
2/5/19 12:06,Senior,Male,Black or African American,No,No,1,2,3,3,2,None,"Free food or swag, I was interested in a subject or area, I saw it on social media","Diversity, Career readiness, Free speech, Affordability, Student Wellness","Interactive events, Social events",,,,,,,
2/6/19 18:42,Senior,Male,Black or African American,No,No,4,4,4,3,2,1-2 times,"Free food or swag, I saw it on social media, It seemed fun","Diversity, Academic challenges, Free speech","Interactive events, Social events, Service events",,,,,,,
2/2/19 21:24,,,Black or African American,No,No,1,2,,,5,None,My friends encouraged me to go,Academic challenges,Social events,,,,,,,
2/10/19 20:12,Senior,Female,"Black or African American, White",No,No,1,3,4,4,4,None,Not applicable,"Diversity, Mental health, Affordability, Student Wellness","Discussions and seminars, Speakers and talks",,,,,,,
2/1/19 15:44,Junior,Female,Hispanic/Latino,No,No,1,3,3,4,5,3-5 times,"It seemed fun, My friends encouraged me to go, I saw it on social media, I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Connection to campus, Student Wellness","Speakers and talks, QnA Forums, Service events, Social events, Training and informationals, Interactive events",,,,,,,
2/5/19 12:22,Junior,Female,Hispanic/Latino,No,No,2,1,3,3,4,1-2 times,"Free food or swag, I saw it on social media, I saw it on a poster or flyer, Personal or professional development","Diversity, Academic challenges, Campus civility, Civic Engagement, Affordability","Interactive events, Social events, Service events, Speakers and talks",,,,,,,
2/2/19 16:52,Senior,Female,Hispanic/Latino,No,No,1,2,3,3,1,None,Not applicable,"Affordability, Mental health, Career readiness","Speakers and talks, Discussions and seminars",,,,,,,
2/6/19 19:27,Sophomore,Female,Hispanic/Latino,No,No,4,1,3,3,2,None,"Free food or swag, I was interested in a subject or area, I saw it on social media","Diversity, Academic challenges, Environmental issues, Career readiness","Interactive events, Social events, Training and informationals, Discussions and seminars, Service events, Speakers and talks",,,,,,,
2/6/19 18:37,Senior,Nonbinary,Hispanic/Latino,No,No,1,2,3,4,2,1-2 times,It seemed fun,"Career readiness, Affordability, Student Wellness","Training and informationals, Service events",,,,,,,
2/2/19 16:53,Sophomore,Female,Middle Eastern/North African,No,No,1,1,1,2,1,None,Not applicable,"Affordability, Mental health, Academic challenges, Career readiness, Diversity","Social events, Discussions and seminars, Interactive events",,,,,,,
2/1/19 23:22,Senior,Female,Mixed,No,No,1,3,3,3,3,None,Not applicable,"Campus civility, Academic challenges, Student Wellness",Service events,,,,,,,
2/4/19 19:33,Junior,Female,Pacific Islander,No,No,1,2,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun","Diversity, Mental health, Campus civility, Affordability","Interactive events, Speakers and talks",,,,,,,
2/1/19 23:26,Grad,Female,White,No,No,1,1,3,3,1,None,Not applicable,"Affordability, Free speech, Mental health, Connection to campus, Career readiness, Diversity, Student Wellness","Speakers and talks, QnA Forums, Social events",,,,,,,
3/5/19 17:12,Grad,Female,White,No,No,1,4,4,3,3,1-2 times,"Free food or swag, I saw it on social media","Mental health, Student Wellness","Interactive events, Social events, Training and informationals",,,,,,,
3/5/19 17:12,Grad,Female,White,No,No,1,1,2,3,1,None,Free food or swag,"Academic challenges, Connection to campus, Free speech","Interactive events, Service events, Free food",,,,,,,
1/30/19 17:17,Junior,Female,White,No,No,2,2,2,3,2,None,Not applicable,"Connection to campus, Career readiness, Environmental issues, Diversity, Student Wellness","Service events, Social events, Discussions and seminars, Training and informationals, Interactive events",,,,,,,
1/30/19 17:21,Junior,Female,White,No,No,2,2,3,1,1,None,Not applicable,"Free speech, Mental health, Career readiness","Speakers and talks, QnA Forums, Social events",,,,,,,
1/30/19 17:25,Junior,Female,White,No,No,1,1,3,3,1,1-2 times,"It seemed fun, I saw it on social media, I saw it on a poster or flyer, Free food or swag","Affordability, Free speech, Mental health, Environmental issues, Diversity","Social events, Interactive events",,,,,,,
1/30/19 17:29,Junior,Female,White,No,No,2,2,3,4,2,None,Not applicable,"Mental health, Connection to campus, Diversity, Student Wellness","Speakers and talks, Service events",,,,,,,
1/30/19 17:35,Junior,Female,White,No,No,2,2,3,3,2,1-2 times,"My friends encouraged me to go, Free food or swag","Free speech, Mental health, Academic challenges","Service events, Training and informationals",,,,,,,
2/2/19 15:02,Junior,Female,White,No,No,2,2,3,3,3,None,Free food or swag,"Mental health, Career readiness, Environmental issues","Social events, Interactive events",,,,,,,
2/4/19 21:11,Junior,Female,White,No,No,1,2,2,3,1,None,"Free food or swag, I was interested in a subject or area","Academic challenges, Mental health, Affordability","Social events, Speakers and talks",,,,,,,
2/5/19 12:11,Junior,Female,White,No,No,1,1,3,4,4,None,"I was interested in a subject or area, I saw it on social media, My friends encouraged me to go","Diversity, Environmental issues, Mental health, Student Wellness",Interactive events,social media has played the biggest role in my awareness about student government events and those running by far,,,,,,
2/5/19 12:12,Junior,Female,White,No,No,1,3,3,3,1,1-2 times,"Free food or swag, I saw it on social media","Mental health, Affordability","Social events, Speakers and talks",,,,,,,
2/6/19 18:32,Junior,Female,White,No,No,1,1,1,1,1,None,Not applicable,Free speech,"Social events, QnA Forums",,,,,,,
2/6/19 18:36,Junior,Female,White,No,No,3,3,4,4,3,None,Not applicable,"Diversity, Career readiness, Mental health","Training and informationals, Discussions and seminars",,,,,,,
2/6/19 18:38,Junior,Female,White,No,No,1,1,1,1,1,None,Free food or swag,Mental health,,,,,,,,
3/5/19 17:11,Junior,Female,White,No,No,1,1,5,5,4,None,I saw it on social media,"Diversity, Mental health, Student Wellness","Social events, Speakers and talks",,,,,,,
3/5/19 17:12,Junior,Female,White,No,No,1,3,2,4,2,None,Free food or swag,"Diversity, Academic challenges, Environmental issues, Mental health, Campus civility, Free speech, Affordability, Student Wellness","Social events, Training and informationals, Service events",,,,,,,
1/31/19 18:13,Senior,Female,White,No,No,2,2,2,2,2,None,It seemed fun,"Connection to campus, Academic challenges",Speakers and talks,,,,,,,
1/31/19 18:15,Senior,Female,White,No,No,2,4,3,3,3,1-2 times,"I saw it on a poster or flyer, Free food or swag","Affordability, Environmental issues, Diversity","Speakers and talks, Service events",,,,,,,
2/2/19 15:07,Senior,Female,White,No,No,1,2,3,4,2,None,Not applicable,"Mental health, Career readiness, Environmental issues","Speakers and talks, Service events",,,,,,,
2/2/19 15:41,Senior,Female,White,No,No,3,2,3,2,3,1-2 times,"My friends encouraged me to go, I saw it on social media","Campus civility, Civic Engagement, Career readiness, Diversity, Student Wellness","Speakers and talks, QnA Forums, Service events, Discussions and seminars",,,,,,,
2/2/19 21:33,Senior,Female,White,No,No,2,2,2,3,3,None,Not applicable,"Mental health, Connection to campus, Diversity, Student Wellness","Service events, Discussions and seminars, Interactive events",,,,,,,
2/4/19 19:00,Senior,Female,White,No,No,2,4,4,4,3,None,Free food or swag,"Environmental issues, Career readiness, Mental health, Student Wellness","Discussions and seminars, Service events",,,,,,,
2/4/19 19:01,Senior,Female,White,No,No,2,2,3,3,2,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Affordability, Sexual Assault","Interactive events, Social events, Speakers and talks",,,,,,,
2/4/19 21:18,Senior,Female,White,No,No,2,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun","Diversity, Mental health, Affordability","Interactive events, Training and informationals, Speakers and talks",,,,,,,
2/4/19 21:26,Senior,Female,White,No,No,1,3,3,3,2,None,"Free food or swag, My friends encouraged me to go","Diversity, Environmental issues, Mental health, Affordability, low income student assitance and advocacy","Interactive events, Social events, Service events","low income students are marginalized here, repeatedly bogged down by the admin and the social stigma UNC associates with us. We need options for required classes that cost extra money",,,,,,
2/5/19 12:08,Senior,Female,White,No,No,1,1,3,3,1,None,Not applicable,"Mental health, Affordability","Social events, Service events",,,,,,,
2/5/19 12:17,Senior,Female,White,No,No,5,3,4,3,3,1-2 times,"Free food or swag, I saw it on social media, Personal or professional development, My friends encouraged me to go","Diversity, Academic challenges, Environmental issues, Career readiness, Mental health, Student Wellness","Discussions and seminars, Speakers and talks",,,,,,,
2/5/19 12:19,Senior,Female,White,No,No,3,2,3,2,1,3-5 times,"Free food or swag, Personal or professional development, It seemed fun","Career readiness, Mental health, Student Wellness","Social events, Discussions and seminars, Speakers and talks",,,,,,,
2/10/19 19:37,Senior,Female,White,No,No,3,3,4,3,3,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media, I saw it on a poster or flyer, Personal or professional development","Diversity, Academic challenges, Student Wellness","Interactive events, Social events, Training and informationals, Service events, Speakers and talks",,,,,,,
2/2/19 14:56,Sophomore,Female,White,No,No,1,3,3,3,1,None,Not applicable,Mental health,Service events,,,,,,,
2/4/19 20:06,Sophomore,Female,White,No,No,1,2,3,3,1,None,Not applicable,"Environmental issues, Mental health, Affordability",Speakers and talks,,,,,,,
2/5/19 12:04,Sophomore,Female,White,No,No,1,5,5,4,3,None,"Free food or swag, Personal or professional development, It seemed fun","Diversity, Connection to campus, Student Wellness","Interactive events, Social events",,,,,,,
2/10/19 19:41,Sophomore,Female,White,No,No,1,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun, My friends encouraged me to go","Free speech, Civic Engagement, Affordability","Interactive events, Social events",,,,,,,
3/5/19 12:45,Sophomore,Female,White,No,No,1,2,3,3,2,None,"Free food or swag, I was interested in a subject or area, My friends encouraged me to go","Academic challenges, Mental health, Student Wellness","Interactive events, Social events",,,,,,,
3/5/19 12:47,Sophomore,Female,White,No,No,3,3,4,4,3,1-2 times,"Free food or swag, It seemed fun","Academic challenges, Career readiness","Training and informationals, Service events, Speakers and talks",,,,,,,
3/5/19 17:09,Sophomore,Female,White,No,No,1,3,3,3,1,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Mental health, Free speech, Student Wellness","Social events, QnA Forums, Speakers and talks",,,,,,,
3/5/19 17:10,Sophomore,Female,White,No,No,1,2,3,3,1,None,Free food or swag,"Environmental issues, Mental health, Free speech","Social events, Speakers and talks",,,,,,,
2/4/19 19:30,First-year,Male,White,No,No,1,1,5,3,1,None,Not applicable,"Academic challenges, Free speech, Student Wellness","Interactive events, Social events, Service events",,,,,,,
1/30/19 17:36,Grad,Male,White,No,No,1,3,4,,1,None,Not applicable,"Student Wellness, FUN",Speakers and talks,Keep up the good work,,,,,,
1/30/19 17:58,Grad,Male,White,No,No,1,,3,3,1,None,Not applicable,"Affordability, Mental health, Student Wellness","Speakers and talks, QnA Forums, Social events, Discussions and seminars, Training and informationals","Would be nice to see more interaction with graduate student gov
",,,,,,
1/31/19 18:09,Grad,Male,White,No,No,1,3,3,3,1,Not applicable,Not applicable,"Affordability, Academic challenges, Career readiness",Speakers and talks,"More coverage in the DTH, invite Duke SGA to co-sponsor a meeting with UNC SGA and open the floor to both communities of students",,,,,,
2/6/19 19:16,Grad,Male,White,No,No,1,3,4,3,1,1-2 times,"Free food or swag, I was interested in a subject or area","Career readiness, Connection to campus","Interactive events, Social events, Training and informationals",If the student government could compile events and send them out in an email once in a day.,,,,,,
1/30/19 15:56,Junior,Male,White,No,No,1,3,4,4,2,None,Not applicable,"Civic Engagement, Connection to campus, Career readiness","Speakers and talks, Social events, Training and informationals, Interactive events",,,,,,,
1/30/19 16:25,Junior,Male,White,No,No,1,3,4,4,1,None,Free food or swag,Davis bathroom and facilities,Interactive events,,,,,,,
1/30/19 17:32,Junior,Male,White,No,No,1,3,5,5,5,None,It seemed fun,Civic Engagement,QnA Forums,,,,,,,
2/2/19 21:26,Junior,Male,White,No,No,2,2,3,3,1,Not applicable,Not applicable,"Affordability, Campus civility, Mental health, Environmental issues, Diversity","Speakers and talks, Service events, Discussions and seminars, Training and informationals, Interactive events",,,,,,,
2/4/19 20:09,Junior,Male,White,No,No,2,2,3,3,2,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Diversity, Mental health, Affordability","Social events, Speakers and talks",,,,,,,
2/4/19 20:33,Junior,Male,White,No,No,1,3,3,4,2,1-2 times,I was interested in a subject or area,"Diversity, Academic challenges, Connection to campus, Student Wellness","Discussions and seminars, Speakers and talks",,,,,,,
2/4/19 21:20,Junior,Male,White,No,No,3,2,3,3,2,None,"Free food or swag, Personal or professional development, It seemed fun","Civic Engagement, Affordability","Social events, Training and informationals",,,,,,,
2/5/19 12:05,Junior,Male,White,No,No,5,3,3,3,1,None,"I was interested in a subject or area, I saw it on social media, Personal or professional development","Career readiness, Affordability","Training and informationals, Speakers and talks",,,,,,,
2/5/19 12:13,Junior,Male,White,No,No,1,1,3,4,1,None,Free food or swag,Student Wellness,"Interactive events, Social events, Service events",,,,,,,
2/6/19 18:35,Junior,Male,White,No,No,1,2,3,3,2,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Career readiness, Mental health, Student Wellness","Interactive events, Social events, Speakers and talks",,,,,,,
2/6/19 19:05,Junior,Male,White,No,No,1,2,3,3,4,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, My friends encouraged me to go","Diversity, Environmental issues, Career readiness, Student Wellness","Interactive events, Training and informationals, Speakers and talks",,,,,,,
2/10/19 19:39,Junior,Male,White,No,No,1,3,4,4,3,1-2 times,Group Leadership,"Mental health, Student Wellness","Interactive events, Social events, Training and informationals, QnA Forums, Discussions and seminars, Service events, Speakers and talks",,,,,,,
2/10/19 20:10,Junior,Male,White,No,No,2,1,3,3,2,None,Not applicable,"Diversity, Career readiness, Mental health, Affordability",Training and informationals,,,,,,,
1/30/19 16:26,Senior,Male,White,No,No,1,3,5,3,1,None,Not applicable,"Affordability, Mental health, Diversity","Service events, Social events, Interactive events",,,,,,,
1/30/19 17:18,Senior,Male,White,No,No,1,2,3,3,1,None,Not applicable,"Affordability, Free speech, Mental health",Speakers and talks,"I feel like social media is the best way to connect, but since I don't use social media, I'm out of the loop",,,,,,
2/1/19 15:36,Senior,Male,White,No,No,1,2,3,4,2,None,Not applicable,"Connection to campus, Academic challenges, Career readiness","Speakers and talks, Social events, Training and informationals",,,,,,,
2/1/19 23:20,Senior,Male,White,No,No,1,1,,2,1,None,,"Free speech, Career readiness, Student Wellness","Speakers and talks, Service events, Social events",,,,,,,
2/4/19 20:07,Senior,Male,White,No,No,1,1,4,4,2,None,Free food or swag,Career readiness,Interactive events,,,,,,,
2/5/19 12:16,Senior,Male,White,No,No,2,1,3,4,3,None,"Free food or swag, It seemed fun","Diversity, Mental health, Affordability, Student Wellness",Discussions and seminars,,,,,,,
2/6/19 18:40,Senior,Male,White,No,No,1,1,3,3,4,None,My friends encouraged me to go,"Environmental issues, Free speech, Affordability","Interactive events, Social events",,,,,,,
2/6/19 19:03,Senior,Male,White,No,No,2,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun","Diversity, Environmental issues, Student Wellness","Social events, Service events",,,,,,,
2/10/19 19:43,Senior,Male,White,No,No,2,5,3,3,2,1-2 times,Free food or swag,"Diversity, Campus civility, Free speech","Interactive events, Social events",,,,,,,
2/10/19 19:53,Senior,Male,White,No,No,2,1,3,3,1,None,Not applicable,"Campus civility, Free speech, Student Wellness",Service events,,,,,,,
2/4/19 19:33,Sophomore,Male,White,No,No,2,3,3,3,2,1-2 times,Free food or swag,"Diversity, Career readiness, Mental health, Free speech","Social events, Training and informationals",,,,,,,
2/4/19 21:02,Sophomore,Male,White,No,No,1,2,3,4,1,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Career readiness, Connection to campus, Campus civility, Free speech","Interactive events, Social events, Service events",,,,,,,
2/2/19 15:36,Senior,Transgender,White,No,No,3,1,2,2,1,None,Not applicable,"Affordability, Mental health, Student Wellness","Speakers and talks, QnA Forums, Service events, Discussions and seminars",,,,,,,
2/4/19 20:03,Grad,Male,"White, Middle Eastern/North African",No,No,1,2,3,3,1,None,"I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Career readiness, Free speech, Civic Engagement",Speakers and talks,,,,,,,
2/1/19 15:59,Junior,Male,"White, Native Hawaiian/Pacific Islander",No,No,1,2,3,3,2,None,Not applicable,"Connection to campus, Student Wellness",Speakers and talks,"I don't hear about student government events aside from elections, perhaps if you contacted the listservs for the various schools, you could increase engagement from a variety of less engaged majors",,,,,,
1/31/19 18:00,First-year,Female,Asian,Yes,No,1,3,4,2,1,None,Not applicable,"Affordability, Academic challenges, Student Wellness","Speakers and talks, QnA Forums, Social events, Interactive events",,,,,,,
2/1/19 16:18,First-year,Female,Asian,Yes,No,1,3,3,4,3,1-2 times,"It seemed fun, My friends encouraged me to go, I saw it on social media, I saw it on a poster or flyer, Free food or swag","Career readiness, Diversity, Student Wellness","Speakers and talks, Service events, Social events, Interactive events",,,,,,,
2/2/19 14:49,First-year,Female,Asian,Yes,No,1,3,3,3,3,None,Not applicable,Career readiness,Speakers and talks,,,,,,,
2/2/19 15:53,First-year,Female,Asian,Yes,No,1,1,3,3,1,1-2 times,Free food or swag,"Affordability, Mental health, Environmental issues, Diversity, Student Wellness","Service events, Social events, Training and informationals, Interactive events",,,,,,,
2/2/19 16:57,First-year,Female,Asian,Yes,No,1,2,3,4,1,None,Not applicable,"Affordability, Mental health, Academic challenges, Environmental issues, Diversity, Student Wellness","Speakers and talks, Training and informationals",,,,,,,
2/2/19 21:11,First-year,Female,Asian,Yes,No,3,4,3,2,4,3-5 times,"My friends encouraged me to go, I saw it on social media, I saw it on a poster or flyer, Free food or swag","Affordability, Free speech, Mental health, Environmental issues, Student Wellness","Service events, Social events",,,,,,,
2/2/19 21:40,First-year,Female,Asian,Yes,No,1,1,1,3,3,None,My friends encouraged me to go,"Affordability, Free speech, Diversity","Speakers and talks, Social events",,,,,,,
2/2/19 21:41,First-year,Female,Asian,Yes,No,1,2,2,3,3,None,My friends encouraged me to go,"Affordability, Academic challenges, Diversity","Speakers and talks, QnA Forums, Service events",,,,,,,
2/4/19 19:19,First-year,Female,Asian,Yes,No,2,4,4,4,2,None,I saw it on social media,"Diversity, Career readiness, Civic Engagement","Training and informationals, Discussions and seminars",,,,,,,
2/4/19 19:55,First-year,Female,Asian,Yes,No,3,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Academic challenges, Mental health, Connection to campus","Interactive events, QnA Forums, Discussions and seminars, Speakers and talks",,,,,,,
2/4/19 20:07,First-year,Female,Asian,Yes,No,1,2,2,3,2,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, It seemed fun, My friends encouraged me to go","Academic challenges, Environmental issues, Student Wellness","Training and informationals, Service events, Speakers and talks",,,,,,,
2/4/19 20:25,First-year,Female,Asian,Yes,No,1,3,5,5,1,1-2 times,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Mental health","Interactive events, Social events, Discussions and seminars",,,,,,,
2/4/19 21:03,First-year,Female,Asian,Yes,No,1,2,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Affordability, Student Wellness","Interactive events, Social events, Service events",,,,,,,
2/5/19 12:10,First-year,Female,Asian,Yes,No,1,1,3,3,3,1-2 times,"Free food or swag, It seemed fun","Diversity, Environmental issues, Student Wellness",Social events,,,,,,,
2/6/19 19:07,First-year,Female,Asian,Yes,No,2,3,3,3,1,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Academic challenges, Mental health, Civic Engagement, Student Wellness","Interactive events, Social events",,,,,,,
2/10/19 19:54,First-year,Female,Asian,Yes,No,1,2,3,3,2,None,Not applicable,"Diversity, Career readiness, Affordability",Training and informationals,,,,,,,
2/10/19 19:57,First-year,Female,Asian,Yes,No,,4,3,3,4,Not applicable,Not applicable,,"Training and informationals, QnA Forums, Discussions and seminars, Speakers and talks",,,,,,,
2/10/19 20:01,First-year,Female,Asian,Yes,No,3,2,3,3,2,None,Not applicable,"Diversity, Connection to campus, Student Wellness","Interactive events, Social events, Service events",,,,,,,
